Configuration	Term	J	Level (eV)	Uncertainty (eV)	Lande	Leading percentages	Reference
""	"*"	"11/2"	" 4.5270028"	""	"1.015"	"                                                           "	""
""	""	"11/2"	" 4.5282395"	""	"0.880"	"                                                           "	""
""	"*"	"1/2"	" 4.5320948"	""	"2.280"	"                                                           "	""
""	"*"	"7/2"	" 4.5342856"	""	"1.070"	"                                                           "	""
""	"*"	"3/2"	" 4.5349778"	""	"1.280"	"                                                           "	""
"4f3.5d.6p"	""	"11/2"	" 4.5400583"	""	"0.805"	"  20                                                       "	""
""	"*"	"7/2"	" 4.5404284"	""	"1.160"	"                                                           "	""
"4f3.5d.6p"	""	"13/2"	" 4.5466555"	""	"0.925"	"  64                                                       "	""
""	"*"	"3/2"	" 4.5510285"	""	"1.520"	"                                                           "	""
""	"*"	"9/2"	" 4.5511376"	""	"1.205"	"                                                           "	""
""	"*"	"7/2"	" 4.5515901"	""	"1.090"	"                                                           "	""
"4f3.5d.6p"	""	"9/2"	" 4.5522292"	""	"0.805"	"  38                                                       "	""
""	"*"	"13/2"	" 4.5538017"	""	"1.085"	"                                                           "	""
""	"*"	"5/2"	" 4.5608747"	""	"1.130"	"                                                           "	""
""	"*"	"5/2"	" 4.5643654"	""	"1.215"	"                                                           "	""
""	""	"13/2"	" 4.5644485"	""	"0.970"	"                                                           "	""
""	"*"	"3/2"	" 4.5674093"	""	"1.220"	"                                                           "	""
""	""	"9/2"	" 4.5678215"	""	"1.000"	"                                                           "	""
""	""	"9/2"	" 4.5740399"	""	"0.965"	"                                                           "	""
""	""	"9/2"	" 4.5769660"	""	"0.860"	"                                                           "	""
""	"*"	"9/2"	" 4.5925929"	""	"1.100"	"                                                           "	""
""	"*"	"5/2"	" 4.5926109"	""	"1.230"	"                                                           "	""
""	""	"11/2"	" 4.5943696"	""	"0.910"	"                                                           "	""
""	"*"	"11/2"	" 4.6033535"	""	"1.300"	"                                                           "	""
""	"*"	"13/2"	" 4.6059023"	""	"0.988"	"                                                           "	""
""	"*"	"13/2"	" 4.6199885"	""	"1.023"	"                                                           "	""
""	"*"	"13/2"	" 4.6239002"	""	"1.135"	"                                                           "	""
"4f3.5d.6p"	"6I"	"7/2"	" 4.6253198"	""	"0.500"	"  80                                                       "	""
""	"*"	"9/2"	" 4.6313417"	""	"1.135"	"                                                           "	""
""	"*"	"7/2"	" 4.6328580"	""	"1.285"	"                                                           "	""
""	"*"	"5/2"	" 4.6377852"	""	"1.045"	"                                                           "	""
""	""	"17/2"	" 4.6383338"	""	"1.155"	"                                                           "	""
"4f3.5d.6p"	"6K"	"9/2"	" 4.6401309"	""	"0.595"	"  56                                                       "	""
"4f3.5d.6p"	""	"7/2"	" 4.6409573"	""	"0.645"	"  33                                                       "	""
""	"*"	"7/2"	" 4.6413379"	""	"1.610"	"                                                           "	""
""	"*"	"11/2"	" 4.6476342"	""	"1.330"	"                                                           "	""
""	"*"	"13/2"	" 4.6488371"	""	"1.055"	"                                                           "	""
"4f3.5d.6p"	""	"11/2"	" 4.6515319"	""	"0.895"	"  17                                                       "	""
"4f3.5d.6p"	""	"13/2"	" 4.6599269"	""	"0.945"	"  47                                                       "	""
""	""	"11/2"	" 4.6659606"	""	"1.130"	"                                                           "	""
""	"*"	"5/2"	" 4.6662488"	""	"0.985"	"                                                           "	""
""	"*"	"11/2"	" 4.6664379"	""	"1.055"	"                                                           "	""
""	"*"	"13/2"	" 4.6668309"	""	"1.035"	"                                                           "	""
"4f3.5d.6p"	""	"9/2"	" 4.6698506"	""	"0.830"	"  53                                                       "	""
"4f3.5d.6p"	""	"15/2"	" 4.6744151"	""	"1.015"	"  36                                                       "	""
""	"*"	"5/2"	" 4.6767776"	""	"1.355"	"                                                           "	""
""	"*"	"7/2"	" 4.6770268"	""	"1.285"	"                                                           "	""
""	"*"	"5/2"	" 4.6793199"	""	"0.800"	"                                                           "	""
""	"*"	"7/2"	" 4.6821783"	""	"1.078"	"                                                           "	""
""	""	"15/2"	" 4.6836488"	""	"1.050"	"                                                           "	""
""	""	"9/2"	" 4.6865791"	""	"0.845"	"                                                           "	""
""	""	"15/2"	" 4.7012037"	""	"1.065"	"                                                           "	""
"4f3.5d.6p"	"6H"	"5/2"	" 4.7088951"	""	"0.560"	"  28                                                       "	""
""	""	"9/2"	" 4.7095627"	""	"0.840"	"                                                           "	""
""	"*"	"9/2"	" 4.7303561"	""	"1.195"	"                                                           "	""
""	"*"	"9/2"	" 4.7337012"	""	"1.240"	"                                                           "	""
""	"*"	"11/2"	" 4.7428630"	""	"1.100"	"                                                           "	""
""	"*"	"15/2"	" 4.7464920"	""	"1.040"	"                                                           "	""
""	"*"	"13/2"	" 4.7482408"	""	"0.955"	"                                                           "	""
""	"*"	"11/2"	" 4.7509468"	""	"0.910"	"                                                           "	""
"4f3.5d.6p"	""	"15/2"	" 4.7589704"	""	"1.035"	"  61                                                       "	""
""	"*"	"13/2"	" 4.7646464"	""	"1.330"	"                                                           "	""
"4f3.5d.6p"	""	"7/2"	" 4.7649297"	""	"0.580"	"  33                                                       "	""
""	"*"	"15/2"	" 4.7650053"	""	"1.120"	"                                                           "	""
"4f3.5d.6p"	""	"11/2"	" 4.7657468"	""	"0.965"	"  18                                                       "	""
""	""	"15/2"	" 4.7692010"	""	"1.025"	"                                                           "	""
""	"*"	"11/2"	" 4.7715096"	""	"1.170"	"                                                           "	""
"4f3.5d.6p"	""	"9/2"	" 4.7980211"	""	"0.805"	"  31                                                       "	""
""	"*"	"11/2"	" 4.8090309"	""	"1.085"	"                                                           "	""
""	"*"	"15/2"	" 4.8093812"	""	"1.045"	"                                                           "	""
""	"*"	"11/2"	" 4.8189918"	""	"1.190"	"                                                           "	""
""	""	"9/2"	" 4.8209783"	""	"0.870"	"                                                           "	""
""	""	"17/2"	" 4.8372906"	""	"1.115"	"                                                           "	""
"4f3.5d.6p"	""	"15/2"	" 4.8388987"	""	"1.070"	"  44                                                       "	""
""	"*"	"13/2"	" 4.8425575"	""	"1.033"	"                                                           "	""
""	"*"	"15/2"	" 4.8568001"	""	"0.968"	"                                                           "	""
""	"*"	"13/2"	" 4.8572657"	""	"1.058"	"                                                           "	""
""	"*"	"1/2"	" 4.8714191"	""	"1.450"	"                                                           "	""
"4f3.5d.6p"	""	"9/2"	" 4.8734128"	""	"0.890"	"  16                                                       "	""
""	"*"	"11/2"	" 4.8808087"	""	"1.195"	"                                                           "	""
"4f3.5d.6p"	""	"7/2"	" 4.8902858"	""	"0.805"	"  21                                                       "	""
""	"*"	"15/2"	" 4.8929384"	""	"1.140"	"                                                           "	""
"4f3.5d.6p"	""	"7/2"	" 4.9027034"	""	"0.915"	"  30                                                       "	""
"4f3.5d.6p"	""	"9/2"	" 4.9053207"	""	"0.890"	"  11                                                       "	""
""	"*"	"13/2"	" 4.9065544"	""	"1.010"	"                                                           "	""
""	"*"	"9/2"	" 4.9101648"	""	"1.220"	"                                                           "	""
"4f3.5d.6p"	""	"17/2"	" 4.9145111"	""	"1.095"	"  50                                                       "	""
"4f3.5d.6p"	""	"9/2"	" 4.9299998"	""	"0.880"	"  37                                                       "	""
""	"*"	"13/2"	" 4.9377736"	""	"1.040"	"                                                           "	""
""	"*"	"15/2"	" 4.9418484"	""	"1.004"	"                                                           "	""
"4f3.5d.6p"	""	"5/2"	" 4.9471561"	""	"0.450"	"  35                                                       "	""
""	"*"	"15/2"	" 4.9535952"	""	"1.007"	"                                                           "	""
"4f3.5d.6p"	""	"15/2"	" 4.9541023"	""	"1.110"	"  30                                                       "	""
"4f3.5d.6p"	""	"17/2"	" 4.9759173"	""	"1.110"	"  46                                                       "	""
""	"*"	"5/2"	" 4.9927271"	""	"1.200"	"                                                           "	""
"4f3.5d.6p"	""	"3/2"	" 5.0148837"	""	"0.190"	"  53                                                       "	""
""	"*"	"1/2"	" 5.0224660"	""	"1.340"	"                                                           "	""
"4f3.5d.6p"	""	"17/2"	" 5.0254280"	""	"1.155"	"  41                                                       "	""
""	""	"15/2"	" 5.0357645"	""	"0.960"	"                                                           "	""
"4f3.5d.6p"	""	"5/2"	" 5.0396539"	""	"0.605"	"  22                                                       "	""
"4f3.5d.6p"	""	"19/2"	" 5.0454006"	""	"1.165"	"  39                                                       "	""
"4f3.5d.6p"	""	"9/2"	" 5.0492819"	""	"0.910"	"  13                                                       "	""
"4f3.5d.6p"	""	"7/2"	" 5.0632128"	""	"0.765"	"  33                                                       "	""
"4f3.5d.6p"	""	"15/2"	" 5.0661109"	""	"1.100"	"  35                                                       "	""
""	"*"	"15/2"	" 5.0733795"	""	"1.052"	"                                                           "	""
"4f3.5d.6p"	""	"15/2"	" 5.0816808"	""	"1.060"	"  16                                                       "	""
""	""	"5/2"	" 5.1152948"	""	"0.710"	"                                                           "	""
""	""	"5/2"	" 5.1177212"	""	"0.760"	"                                                           "	""
"4f3.6s.6p"	"6H"	"5/2"	" 5.1201296"	""	"0.725"	"  24                                                       "	""
"4f3.6s.6p"	"6H"	"15/2"	" 5.6602419"	""	"1.175"	"  19                                                       "	""
"4f3.5d.6p"	""	"9/2"	" 5.1424523"	""	"1.000"	"  31                                                       "	""
"4f3.5d.6p"	""	"9/2"	" 5.1492367"	""	"0.975"	"  19                                                       "	""
"4f3.5d.6p"	""	"3/2"	" 5.1494320"	""	"0.040"	"  77                                                       "	""
"4f3.5d.6p"	""	"19/2"	" 5.1574116"	""	"1.180"	"  66                                                       "	""
"4f3.6s.6p"	"2I"	"11/2"	" 5.1711416"	""	"0.960"	"  15                                                       "	""
"4f3.5d.6p"	""	"19/2"	" 5.1734099"	""	"1.195"	"  34                                                       "	""
"4f3.5d.6p"	""	"9/2"	" 5.1820188"	""	"0.885"	"  11                                                       "	""
"4f3.6s.6p"	"6K"	"9/2"	" 5.1878783"	""	"0.865"	"  11                                                       "	""
"4f3.6s.6p"	"6K"	"9/2"	" 5.2020211"	""	"0.810"	"  20                                                       "	""
"4f3.6s.6p"	"6K"	"9/2"	" 5.2241932"	""	"0.870"	"  10                                                       "	""
"4f3.6s.6p"	"6K"	"11/2"	" 5.3171857"	""	"0.925"	"  30                                                       "	""
"4f3.6s.6p"	"6K"	"13/2"	" 5.5276142"	""	"1.045"	"  29                                                       "	""
"4f3.6s.6p"	"6K"	"15/2"	" 5.6417100"	""	"1.10"	"  28                                                       "	""
"4f3.5d.6p"	""	"9/2"	" 5.2163766"	""	"1.110"	"  15                                                       "	""
"4f3.5d.6p"	""	"9/2"	" 5.2325851"	""	"0.875"	"  11                                                       "	""
"4f3.5d.6p"	""	"7/2"	" 5.2410315"	""	"0.825"	"  26                                                       "	""
"4f3.5d.6p"	""	"19/2"	" 5.2421728"	""	"1.220"	"  28                                                       "	""
""	""	"5/2"	" 5.2600104"	""	"1.070"	"                                                           "	""
"4f3.5d.6p"	""	"5/2"	" 5.2662865"	""	"1.060"	"  49                                                       "	""
"4f3.5d.6p"	""	"7/2"	" 5.2897362"	""	"0.990"	"  14                                                       "	""
"4f3.5d.6p"	""	"17/2"	" 5.2965541"	""	"1.170"	"  39                                                       "	""
"4f3.5d.6p"	""	"17/2"	" 5.3170165"	""	"1.180"	"  25                                                       "	""
""	""	"17/2"	" 5.3228809"	""	"1.015"	"                                                           "	""
"4f3.5d.6p"	""	"11/2"	" 5.3296901"	""	"0.985"	"  16                                                       "	""
"4f3.6s.6p"	"6I"	"7/2"	" 5.3576790"	""	"0.765"	"  12                                                       "	""
"4f3.6s.6p"	"6I"	"9/2"	" 5.4405519"	""	"0.905"	"  18                                                       "	""
"4f3.6s.6p"	"6I"	"9/2"	" 5.4701642"	""	"0.930"	"  13                                                       "	""
"4f3.6s.6p"	"6I"	"11/2"	" 5.6123078"	""	"0.990"	"  22                                                       "	""
"4f3.5d.6p"	""	"7/2"	" 5.3718218"	""	"0.755"	"  20                                                       "	""
"4f3.5d.6p"	""	"11/2"	" 5.3781047"	""	"1.175"	"  13                                                       "	""
"4f3.5d.6p"	""	"11/2"	" 5.4037335"	""	"1.065"	"  14                                                       "	""
"4f3.5d.6p"	""	"9/2"	" 5.4466915"	""	"1.035"	"  17                                                       "	""
"4f3.6s.6p"	"4H"	"7/2"	" 5.4559247"	""	"0.840"	"  24                                                       "	""
""	""	"11/2"	" 5.4683218"	""	"0.945"	"                                                           "	""
"4f3.6s.6p"	"6H"	"5/2"	" 5.5841404"	""	"0.335"	"  42                                                       "	""
"4f3.5d.6p"	""	"7/2"	" 5.5913526"	""	"0.770"	"  23                                                       "	""
"4f3.5d.6p"	""	"15/2"	" 5.6786474"	""	"1.140"	"  18                                                       "	""
"Nd III (4f4.5s2.5p6 5I<4>)"	"Limit"	"---"	"[10.783]"	"0.020"	""	"                                                           "	"L19870c180"
"4f3.(4I*).5d2.(3F)?"	"6L*?"	"21/2"	" "	""	""	"                                                           "	""
""	"6L*?"	"19/2"	" "	""	""	"                                                           "	""
""	"6L*?"	"21/2"	" "	""	""	"                                                           "	""
"4f3.5d2?"	"4L*?"	"17/2"	" "	""	""	"                                                           "	""
